"generator","source_type","grade","layout_mode","transformer_count","transformers"
"psalms","psalms","A","tile",3,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=8,size=3) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","columns",2,"GlitchWarpTransformer(intensity=0.01) | PosterizationTransformer(levels=4)"
"psalms","psalms","A","columns",2,"GlitchWarpTransformer(intensity=0.01) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","tile",3,"GlitchWarpTransformer(intensity=0.01) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=343)"
"psalms","psalms","A","tile",3,"GlitchWarpTransformer(intensity=0.01) | WatercolorTransformer(scale=0.85,style=monet) | WheelTransformer(blend=add,copies=4)"
"psalms","psalms","A","scatter",2,"GlitchWarpTransformer(intensity=0.01) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"psalms","psalms","A","hero",3,"HalftoneTransformer(size=2) | PosterizationTransformer(levels=4) | RadialWarpTransformer(radius=0.25,strength=51.79057798991823,55.21941520454422,style=push,pull)"
"psalms","psalms","A","columns",3,"HalftoneTransformer(size=2) | PosterizationTransformer(levels=4) | WheelTransformer(blend=lighter,copies=4)"
"psalms","psalms","A","columns",3,"HalftoneTransformer(size=2) | RadialWarpTransformer(radius=0.25,strength=132.76635623098628,style=pull) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","scatter",2,"HalftoneTransformer(size=2) | WheelTransformer(blend=add,copies=3)"
"psalms","psalms","A","scatter",2,"HalftoneTransformer(size=2) | WheelTransformer(blend=normal,copies=3)"
"psalms","psalms","A","scatter",4,"KaleidoscopeTransformer(cx_off=0.07,cy_off=0.07,segments=12) | RadialWarpTransformer(radius=0.25,strength=46.34938991595763,81.33473950557504,114.53344537033799,style=pull,pull,pull) | ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=monet)"
"psalms","psalms","A","columns",1,"MeltMorphTransformer(intensity=0.50)"
"psalms","psalms","A","scatter",1,"MeltMorphTransformer(intensity=0.50)"
"psalms","psalms","A","columns",1,"MeltMorphTransformer(intensity=0.50)"
"psalms","psalms","A","columns",3,"MeltMorphTransformer(intensity=0.50) | PixelSortTransformer(direction=rows,high=0.87,low=0.16,sort_key=red) | WheelTransformer(blend=lighter,copies=4)"
"psalms","psalms","A","hero",3,"MeltMorphTransformer(intensity=0.50) | PixelSortTransformer(direction=rows,high=0.93,low=0.21,sort_key=green) | WheelTransformer(blend=normal,copies=5)"
"psalms","psalms","A","columns",2,"MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","scatter",3,"MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","hero",2,"MeltMorphTransformer(intensity=0.50) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","tile",2,"MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=normal,copies=4)"
"psalms","psalms","A","columns",4,"OilPaintingTransformer(dyn_ratio=1,size=3) | RadialWarpTransformer(radius=0.25,strength=119.05795352249123,71.08039837972137,132.44185130761144,style=push,push,pull) | SwirlWarpTransformer(strength=1.50) | WheelTransformer(blend=normal,copies=4)"
"psalms","psalms","A","scatter",2,"OilPaintingTransformer(dyn_ratio=7,size=6) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","tile",2,"OilPaintingTransformer(dyn_ratio=8,size=4) | WheelTransformer(blend=lighter,copies=5)"
"psalms","psalms","A","hero",2,"PixelSortTransformer(direction=cols,high=0.60,low=0.15,sort_key=blue) | WheelTransformer(blend=add,copies=3)"
"psalms","psalms","A","hero",4,"PixelSortTransformer(direction=rows,high=0.60,low=0.20,sort_key=blue) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"psalms","psalms","A","tile",2,"PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","columns",2,"PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","hero",2,"RadialWarpTransformer(radius=0.25,strength=134.32370930588394,42.165316156378104,style=push,push) | VoronoiTransformer(edge_blend=1,num_points=84)"
"psalms","psalms","A","columns",2,"RadialWarpTransformer(radius=0.25,strength=75.21646920830447,112.31781832393061,style=pull,pull) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"psalms","psalms","A","tile",3,"RadialWarpTransformer(radius=0.25,strength=80.99755965665645,style=push) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=331)"
"psalms","psalms","A","columns",4,"RadialWarpTransformer(radius=0.25,strength=82.77824766393252,style=pull) | ThermalImagingTransformer(thermal=True) | VoronoiTransformer(edge_blend=1,num_points=187) | WheelTransformer(blend=normal,copies=3)"
"psalms","psalms","A","tile",1,"SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","tile",1,"SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","A","scatter",2,"SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","columns",1,"ThermalImagingTransformer(thermal=True)"
"psalms","psalms","A","scatter",2,"ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=monet)"
"psalms","psalms","A","columns",1,"VoronoiTransformer(edge_blend=1,num_points=208)"
"psalms","psalms","A","hero",1,"VoronoiTransformer(edge_blend=1,num_points=215)"
"psalms","psalms","A","scatter",1,"VoronoiTransformer(edge_blend=1,num_points=73)"
"psalms","psalms","A","hero",1,"WheelTransformer(blend=add,copies=4)"
"psalms","psalms","A","tile",1,"WheelTransformer(blend=lighter,copies=4)"
"psalms","psalms","A","hero",1,"WheelTransformer(blend=lighter,copies=4)"
"psalms","psalms","A","scatter",1,"WheelTransformer(blend=lighter,copies=5)"
"psalms","psalms","A","scatter",1,"WheelTransformer(blend=normal,copies=4)"
"psalms","psalms","B","scatter",4,"ChromaticAberrationTransformer(angle=223.60,edge_fade=1,shift=12.70) | SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=210) | WatercolorTransformer(scale=0.85,style=monet)"
"psalms","psalms","B","tile",4,"ChromaticAberrationTransformer(angle=56.10,edge_fade=1,shift=9.50) | ColormapTransformer(map=autumn) | OilPaintingTransformer(dyn_ratio=6,size=3) | RadialWarpTransformer(radius=0.25,strength=97.73987349067272,40.193342004011996,style=push,push)"
"psalms","psalms","B","scatter",4,"ColormapTransformer(map=cool) | FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","B","hero",3,"ColormapTransformer(map=hot) | FractalWarpTransformer(iter=1,scale=0.05) | StippleTransformer(bg=black,dot_radius=2,jitter=1,spacing=8)"
"psalms","psalms","B","columns",1,"ColormapTransformer(map=hsv)"
"psalms","psalms","B","tile",2,"ColormapTransformer(map=hsv) | FluidWarpTransformer(alpha=17.28,sigma=4.18)"
"psalms","psalms","B","scatter",4,"ColormapTransformer(map=rainbow) | OilPaintingTransformer(dyn_ratio=2,size=7) | RadialWarpTransformer(radius=0.25,strength=45.58280193405052,style=pull) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"psalms","psalms","B","columns",4,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","B","scatter",3,"FisheyeTransformer(shape=circle,strength=0.43,zoom=1.13) | FractalWarpTransformer(iter=1,scale=0.05) | WatercolorTransformer(scale=0.85,style=monet)"
"psalms","psalms","B","tile",4,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=2,size=4) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","B","columns",3,"HalftoneTransformer(size=2) | PixelSortTransformer(direction=rows,high=0.80,low=0.11,sort_key=blue) | RadialWarpTransformer(radius=0.25,strength=69.11614467887699,81.82956903331197,style=pull,push)"
"psalms","psalms","B","tile",2,"KaleidoscopeTransformer(cx_off=-0.01,cy_off=0.18,segments=4) | StippleTransformer(bg=black,dot_radius=2,jitter=1,spacing=5)"
"psalms","psalms","B","tile",2,"KaleidoscopeTransformer(cx_off=0.19,cy_off=-0.11,segments=6) | OilPaintingTransformer(dyn_ratio=7,size=6)"
"psalms","psalms","B","columns",3,"PixelSortTransformer(direction=cols,high=0.85,low=0.30,sort_key=saturation) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=lighter,copies=3)"
"psalms","psalms","B","scatter",1,"SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","tile",4,"ChromaticAberrationTransformer(angle=113.00,edge_fade=1,shift=11.00) | FlipWilsonTransformer(keep=top_right,narrow=0.44) | GlitchWarpTransformer(intensity=0.01) | KaleidoscopeTransformer(cx_off=0.18,cy_off=0.03,segments=4)"
"psalms","psalms","C","scatter",2,"ChromaticAberrationTransformer(angle=140.90,edge_fade=1,shift=12.70) | RadialWarpTransformer(radius=0.25,strength=136.48600875134812,style=pull)"
"psalms","psalms","C","scatter",2,"ChromaticAberrationTransformer(angle=188.80,edge_fade=1,shift=12.80) | FlipWilsonTransformer(keep=bottom_left,narrow=0.48)"
"psalms","psalms","C","tile",2,"ChromaticAberrationTransformer(angle=192.30,edge_fade=1,shift=15.80) | PosterizationTransformer(levels=4)"
"psalms","psalms","C","columns",1,"ChromaticAberrationTransformer(angle=206.30,edge_fade=1,shift=6.80)"
"psalms","psalms","C","hero",1,"ChromaticAberrationTransformer(angle=216.80,edge_fade=1,shift=14.80)"
"psalms","psalms","C","tile",4,"ChromaticAberrationTransformer(angle=218.60,edge_fade=1,shift=13.90) | ColormapTransformer(map=jet) | HalftoneTransformer(size=2) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","tile",3,"ChromaticAberrationTransformer(angle=244.10,edge_fade=1,shift=6.40) | HalftoneTransformer(size=2) | RadialWarpTransformer(radius=0.25,strength=59.92737616594666,96.78569240014409,72.39224091863744,style=pull,pull,pull)"
"psalms","psalms","C","columns",2,"ChromaticAberrationTransformer(angle=264.90,edge_fade=1,shift=4.20) | VoronoiTransformer(edge_blend=1,num_points=315)"
"psalms","psalms","C","hero",2,"ChromaticAberrationTransformer(angle=330.80,edge_fade=1,shift=9.70) | HalftoneTransformer(size=2)"
"psalms","psalms","C","hero",3,"ChromaticAberrationTransformer(angle=333.60,edge_fade=1,shift=11.80) | HalftoneTransformer(size=2) | PixelSortTransformer(direction=cols,high=0.91,low=0.28,sort_key=saturation)"
"psalms","psalms","C","scatter",3,"ChromaticAberrationTransformer(angle=337.60,edge_fade=1,shift=11.00) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","C","hero",3,"ChromaticAberrationTransformer(angle=44.10,edge_fade=1,shift=15.60) | FluidWarpTransformer(alpha=4.81,sigma=1.36) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","C","hero",3,"ColormapTransformer(map=bone) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","columns",2,"ColormapTransformer(map=hsv) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","C","scatter",2,"ColormapTransformer(map=jet) | FluidWarpTransformer(alpha=16.91,sigma=2.32)"
"psalms","psalms","C","scatter",3,"ColormapTransformer(map=jet) | FluidWarpTransformer(alpha=7.05,sigma=2.15) | RadialWarpTransformer(radius=0.25,strength=39.4174019190458,style=pull)"
"psalms","psalms","C","tile",4,"ColormapTransformer(map=jet) | FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | RadialWarpTransformer(radius=0.25,strength=44.56988442018809,98.1437803566998,79.85105494798623,style=pull,pull,push)"
"psalms","psalms","C","hero",4,"ColormapTransformer(map=jet) | FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=2,size=5) | PixelSortTransformer(direction=cols,high=0.61,low=0.09,sort_key=green)"
"psalms","psalms","C","columns",4,"ColormapTransformer(map=pink) | FisheyeTransformer(shape=circle,strength=0.59,zoom=0.93) | GlitchWarpTransformer(intensity=0.01) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","scatter",3,"ColormapTransformer(map=pink) | FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.89,low=0.28,sort_key=brightness)"
"psalms","psalms","C","tile",4,"ColormapTransformer(map=pink) | HalftoneTransformer(size=2) | RadialWarpTransformer(radius=0.25,strength=118.18731604652248,style=push) | VoronoiTransformer(edge_blend=1,num_points=252)"
"psalms","psalms","C","columns",3,"ColormapTransformer(map=pink) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","C","hero",4,"ColormapTransformer(map=pink) | SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True) | WheelTransformer(blend=lighter,copies=5)"
"psalms","psalms","C","hero",3,"ColormapTransformer(map=spring) | DataMoshTransformer(intensity=0.02) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","C","hero",3,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=rows,high=0.78,low=0.32,sort_key=green)"
"psalms","psalms","C","columns",3,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05) | RadialWarpTransformer(radius=0.25,strength=66.24321136160496,36.566663103032305,96.8618086941535,style=pull,pull,push)"
"psalms","psalms","C","scatter",4,"DataMoshTransformer(intensity=0.02) | FisheyeTransformer(shape=oval,strength=0.42,zoom=0.86) | KaleidoscopeTransformer(cx_off=-0.02,cy_off=-0.13,segments=6) | PosterizationTransformer(levels=4)"
"psalms","psalms","C","scatter",3,"DataMoshTransformer(intensity=0.02) | MeltMorphTransformer(intensity=0.50) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","hero",2,"DataMoshTransformer(intensity=0.02) | RadialWarpTransformer(radius=0.25,strength=127.63778877778432,style=pull)"
"psalms","psalms","C","tile",4,"FisheyeTransformer(shape=circle,strength=0.38,zoom=0.92) | FlipWilsonTransformer(keep=right,narrow=0.42) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2)"
"psalms","psalms","C","tile",3,"FisheyeTransformer(shape=circle,strength=0.62,zoom=1.03) | RadialWarpTransformer(radius=0.25,strength=70.69606171188585,103.56619310570682,53.36094910498983,style=pull,push,pull) | WheelTransformer(blend=add,copies=3)"
"psalms","psalms","C","tile",2,"FisheyeTransformer(shape=circle,strength=0.69,zoom=1.08) | WheelTransformer(blend=add,copies=4)"
"psalms","psalms","C","tile",3,"FisheyeTransformer(shape=oval,strength=0.34,zoom=0.86) | FlipWilsonTransformer(keep=top,narrow=0.46) | VoronoiTransformer(edge_blend=1,num_points=158)"
"psalms","psalms","C","tile",1,"FisheyeTransformer(shape=oval,strength=0.52,zoom=0.98)"
"psalms","psalms","C","columns",3,"FisheyeTransformer(shape=oval,strength=0.54,zoom=0.99) | HalftoneTransformer(size=2) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","scatter",3,"FisheyeTransformer(shape=oval,strength=0.74,zoom=0.96) | FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2)"
"psalms","psalms","C","columns",2,"FisheyeTransformer(shape=oval,strength=0.76,zoom=0.92) | PixelSortTransformer(direction=rows,high=0.68,low=0.08,sort_key=red)"
"psalms","psalms","C","tile",3,"FisheyeTransformer(shape=oval,strength=0.76,zoom=0.96) | StippleTransformer(bg=white,dot_radius=5,jitter=1,spacing=19) | ThermalImagingTransformer(thermal=True)"
"psalms","psalms","C","columns",4,"FisheyeTransformer(shape=oval,strength=0.77,zoom=0.93) | KaleidoscopeTransformer(cx_off=-0.04,cy_off=-0.02,segments=8) | PosterizationTransformer(levels=4) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","hero",2,"FlipWilsonTransformer(keep=bottom_right,narrow=0.23) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","columns",2,"FlipWilsonTransformer(keep=top_left,narrow=0.25) | GlitchWarpTransformer(intensity=0.01)"
"psalms","psalms","C","hero",2,"FluidWarpTransformer(alpha=13.65,sigma=4.22) | VoronoiTransformer(edge_blend=1,num_points=280)"
"psalms","psalms","C","tile",1,"FluidWarpTransformer(alpha=4.27,sigma=3.40)"
"psalms","psalms","C","hero",2,"FluidWarpTransformer(alpha=5.66,sigma=7.59) | PosterizationTransformer(levels=4)"
"psalms","psalms","C","hero",3,"FluidWarpTransformer(alpha=8.61,sigma=5.11) | OilPaintingTransformer(dyn_ratio=1,size=3) | PixelSortTransformer(direction=cols,high=0.60,low=0.34,sort_key=blue)"
"psalms","psalms","C","scatter",1,"FluidWarpTransformer(alpha=9.68,sigma=1.89)"
"psalms","psalms","C","scatter",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","C","tile",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"psalms","psalms","C","hero",3,"FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50) | OilPaintingTransformer(dyn_ratio=7,size=8)"
"psalms","psalms","C","columns",4,"FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50) | RadialWarpTransformer(radius=0.25,strength=108.81816202439184,49.70550400063134,style=pull,push) | SwirlWarpTransformer(strength=1.50)"
"psalms","psalms","C","tile",3,"FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=2,size=6) | StippleTransformer(bg=black,dot_radius=6,jitter=1,spacing=14)"
"psalms","psalms","C","hero",3,"FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=5,size=7) | PosterizationTransformer(levels=4)"
"psalms","psalms","C","hero",3,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.87,low=0.14,sort_key=brightness) | VoronoiTransformer(edge_blend=1,num_points=173)"
"psalms","psalms","C","hero",4,"FractalWarpTransformer(iter=1,scale=0.05) | PosterizationTransformer(levels=4) | RadialWarpTransformer(radius=0.25,strength=109.99055411035563,style=push) | SwirlWarpTransformer(strength=1.50)"
