1987,7.31
2000,8.32
231,13.50
235,12.79
237,10.77
247,12.73
257,13.62
273,11.16
283,10.41
310,11.72
322,20.79
334,11.40
339,10.99
344,11.39
400,10.92
402,12.59
423,10.09
497,12.33
518,11.63
521,20.64
523,10.12
524,10.51
535,11.88
555,13.35
559,15.20
586,12.74
590,15.82
602,12.31
611,13.53
624,10.43
637,10.53
670,10.93
683,10.92
684,10.17
687,17.16
690,11.75
695,14.06
698,15.28
70,264.44
713,15.89
719,11.64
719,14.19
721,10.26
721,20.13
759,10.58
76,276.11
771,10.09
775,10.14
806,11.14
815,11.74
823,12.06
832,14.06
837,15.38
860,10.07
865,10.30
867,10.89
87,256.15
885,15.29
900,10.58
913,11.96
924,10.60
924,12.16
929,15.54
96,267.47
981,10.09
988,10.80
1002,13.71
1020,19.85
1046,13.19
1059,11.13
1063,10.85
1066,11.38
1068,16.40
1084,10.92
1085,16.02
1099,10.25
1103,12.28
111,399.50
1121,13.41
1132,10.75
1137,14.15
1153,14.89
1161,10.18
1169,10.68
1174,10.81
1174,18.07
1195,14.18
1224,14.43
1231,11.18
1242,10.21
1244,11.73
1252,16.48
1284,10.29
129,300.58
1308,10.07
1339,10.43
1341,23.29
1355,10.37
1379,16.14
1386,10.96
1387,14.81
1388,21.27
1393,14.24
1400,22.31
1402,17.85
1406,11.88
1409,11.51
1416,13.70
1437,11.22
1441,10.00
1446,11.87
1446,15.89
1450,10.59
1450,11.74
1458,12.17
1462,10.59
1462,14.30
1469,20.68
1470,11.72
1474,10.24
1481,14.52
1489,18.59
1502,10.47
1503,10.10
1508,11.04
1528,10.24
1532,10.20
1540,10.71
1540,29.20
1547,14.19
1549,10.68
1564,14.93
1566,10.14
1591,11.70
1597,10.07
1597,14.90
1616,13.77
1621,12.04
1635,11.78
1639,10.12
1641,12.05
1649,10.46
1662,11.05
1684,11.58
1689,11.23
1710,10.93
1741,12.15
1748,12.83
1756,10.59
1756,11.14
1757,10.38
1764,10.44
1765,11.16
1780,14.46
1786,10.63
1817,10.50
1820,10.78
1870,10.04
1873,11.07
1875,13.82
188,279.57
1887,10.66
1896,19.36
1901,12.14
1915,11.01
1917,10.37
1944,13.29
1967,12.86
1967,26.71
197,275.55
1987,11.56
200,274.20
204,276.77
206,287.64
208,255.96
227,272.32
238,272.05
247,296.94
260,264.88
269,271.59
276,269.93
329,291.22
337,307.77
355,252.01
359,280.93
371,266.65
382,296.14
384,293.11
392,274.87
432,300.70
445,296.40
458,262.80
465,244.49
472,284.98
479,245.07
489,252.54
491,294.31
546,299.47
556,328.38
593,289.77
608,270.10
620,286.11
627,262.63
689,251.67
709,266.80
714,273.89
716,271.74
747,267.08
757,286.36
785,236.81
798,270.27
803,279.61
817,278.41
844,281.95
873,303.09
878,292.24
879,256.08
910,296.22
913,274.64
947,269.93
1011,288.70
1020,278.60
1025,313.21
1088,340.61
1091,263.63
1092,315.33
1093,273.84
1122,277.63
1136,266.84
1141,274.80
1190,295.76
1197,317.30
1205,296.14
1212,287.81
1227,296.49
1228,260.96
1239,330.79
1241,296.67
1250,271.00
1269,293.70
1297,271.14
1325,272.02
1478,282.86
1511,261.04
1551,301.24
1580,262.86
1595,279.92
1606,276.91
1625,278.27
1649,267.35
1649,272.48
1696,302.55
1706,261.87
1775,286.98
1792,288.02
1832,266.36
1874,309.67
1907,302.52
1911,263.35
1929,273.72
1961,280.70
1992,287.33
1993,280.24
